level_1,level_2,level_3,level_4,level_3_final,level_4_final,agency,agency_name,agency_display,agency_display_abbreviation,bureau,bureau_citation_display,bureau_display,bureau_display_abbreviation,program,value
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Department of State,Department of State,Department of State,,International Organizations and Conferences,International Organizations and Conferences,International Organizations and Conferences,,Contributions to International Organizations,1694503759.0
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Department of State,Department of State,Department of State,,Other,Other,Other,,East-West Center,15262349.07
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Department of State,Department of State,Department of State,,Other,Other,Other,,National Endowment for Democracy,252522502.70000002
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Department of State,Department of State,Department of State,,Other,Other,Other,,Payment to the Asia Foundation,16649835.350000001
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Department of State,Department of State,Department of State,,Other,Other,Other,,"International Center, Washington, D.C.",2774972.5579999997
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Department of State,Department of State,Department of State,,Other,Other,Other,,International Litigation Fund,2081229.4179999998
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,International Assistance Programs,International Assistance Programs,International Assistance Programs,,Military Sales Program,Military Sales Program,Military Sales Program,,Special Defense Acquisition Fund,-9321428.571
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,International Assistance Programs,International Assistance Programs,International Assistance Programs,,Military Sales Program,Military Sales Program,Military Sales Program,,Foreign Military Sales Trust Fund,48727227360.0
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,International Assistance Programs,International Assistance Programs,International Assistance Programs,,Military Sales Program,Military Sales Program,Military Sales Program,,"Deposits, Advances, Foreign Military Sales Trust Fund",-52079000000.0
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank of the United States,,Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank of the United States,,Export-Import Bank Loans Program Account,236086705.2
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank of the United States,,Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank of the United States,,Export-Import Bank Loans Program Account,508034682.09999996
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank of the United States,,Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank of the United States,,Inspector General,20919075.14
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank of the United States,,Export-Import Bank of the United States,Export-Import Bank of the United States,Export-Import Bank of the United States,,"Export-Import Bank Loans, Downward Reestimates of Subsidies",-1282040462.0
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,International Trade Commission,International Trade Commission,International Trade Commission,,International Trade Commission,International Trade Commission,International Trade Commission,,Salaries and Expenses,121337688.4
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Japan-United States Friendship Commission,Japan-United States Friendship Commission,Japan-United States Friendship Commission,,Japan-United States Friendship Commission,Japan-United States Friendship Commission,Japan-United States Friendship Commission,,Japan-United States Friendship Trust Fund,2186264.657
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,United States Institute of Peace,United States Institute of Peace,United States Institute of Peace,,United States Institute of Peace,United States Institute of Peace,United States Institute of Peace,,United States Institute of Peace,53563484.089999996
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,U.S. Agency for Global Media,U.S. Agency for Global Media,U.S. Agency for Global Media,,U.S. Agency for Global Media,U.S. Agency for Global Media,U.S. Agency for Global Media,,Broadcasting Capital Improvements,14815436.24
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,U.S. Agency for Global Media,U.S. Agency for Global Media,U.S. Agency for Global Media,,U.S. Agency for Global Media,U.S. Agency for Global Media,U.S. Agency for Global Media,,International Broadcasting Operations,867196868.0
Spending,Defense,Immigration and Border Security,,Immigration and Border Security,,Department of State,Department of State,Department of State,,Department of State,Department of State,Department of State,,"Passport Security Surcharge, Consular and Border Security Programs",-1668792822.0
Spending,Defense,Immigration and Border Security,,Immigration and Border Security,,Department of State,Department of State,Department of State,,Department of State,Department of State,Department of State,,"Western Hemisphere Travel Surcharge, Consular and Border Security Programs",-523840855.5
Spending,Defense,Immigration and Border Security,,Immigration and Border Security,,Department of State,Department of State,Department of State,,Department of State,Department of State,Department of State,,"Machine-Readable Visa Fee, Consular and Border Security Programs",-2249374660.0
Spending,Defense,Immigration and Border Security,,Immigration and Border Security,,Department of State,Department of State,Department of State,,Department of State,Department of State,Department of State,,"Immigrant Visa Security Surcharge, Consular and Border Security Programs",-61807141.559999995
Spending,Defense,Immigration and Border Security,,Immigration and Border Security,,Department of State,Department of State,Department of State,,Department of State,Department of State,Department of State,,"Affidavit of Support Fee, Consular and Border Security Programs",-45595432.3
Spending,Defense,Immigration and Border Security,,Immigration and Border Security,,Department of State,Department of State,Department of State,,Department of State,Department of State,Department of State,,"Diversity Immigrant Lottery Fee, Consular and Border Security Programs",-22291100.24
Spending,Defense,Immigration and Border Security,,Immigration and Border Security,,Department of State,Department of State,Department of State,,Administration of Foreign Affairs,Administration of Foreign Affairs,Administration of Foreign Affairs,,H&L Fraud Prevention and Detection Fee,39628986.68
Spending,Defense,Immigration and Border Security,,Immigration and Border Security,,Department of State,Department of State,Department of State,,Administration of Foreign Affairs,Administration of Foreign Affairs,Administration of Foreign Affairs,,Consular and Border Security Programs,4323843763.0
Spending,Defense,National Defense,,National Defense,,Department of Commerce,Department of Commerce,Department of Commerce,,Bureau of Industry and Security,Bureau of Industry and Security,Bureau of Industry and Security,,Operations and Administration,191032941.2
Spending,Defense,National Defense,,National Defense,,Department of Commerce,Department of Commerce,Department of Commerce,,Bureau of Industry and Security,Bureau of Industry and Security,Bureau of Industry and Security,,Operations and Administration,1969411.7650000001
Spending,Defense,National Defense,,National Defense,,Department of Justice,Department of Justice,Department of Justice,,Radiation Exposure Compensation,Radiation Exposure Compensation,Radiation Exposure Compensation,,Payment to Radiation Exposure Compensation Trust Fund,52567394.09
Spending,Defense,National Defense,,National Defense,,Department of Justice,Department of Justice,Department of Justice,,Radiation Exposure Compensation,Radiation Exposure Compensation,Radiation Exposure Compensation,,Radiation Exposure Compensation Trust Fund,60978177.150000006
Spending,Defense,National Defense,,National Defense,,Department of Justice,Department of Justice,Department of Justice,,Radiation Exposure Compensation,Radiation Exposure Compensation,Radiation Exposure Compensation,,"Payment from the General Fund, Radiation Exposure Compensation Trust Fund",-347692307.7
Spending,Defense,National Defense,,National Defense,,Department of Justice,Department of Justice,Department of Justice,,Federal Bureau of Investigation,Federal Bureau of Investigation,Federal Bureau of Investigation,,Salaries and Expenses,7307426283.0
Spending,Defense,National Defense,,National Defense,,Department of Labor,Department of Labor,Department of Labor,,Office of Workers' Compensation Programs,Office of Workers' Compensation Programs,Office of Workers' Compensation Programs,,Energy Employees Occupational Illness Compensation Fund,2693000000.0
Spending,Defense,National Defense,,National Defense,,Department of Labor,Department of Labor,Department of Labor,,Office of Workers' Compensation Programs,Office of Workers' Compensation Programs,Office of Workers' Compensation Programs,,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund",135000000.0
Spending,Defense,National Defense,,National Defense,,Department of Energy,Department of Energy,Department of Energy,,National Nuclear Security Administration,National Nuclear Security Administration,National Nuclear Security Administration,,Weapons Activities,17954000000.0
Spending,Defense,National Defense,,National Defense,,Department of Energy,Department of Energy,Department of Energy,,National Nuclear Security Administration,National Nuclear Security Administration,National Nuclear Security Administration,,Defense Nuclear Nonproliferation,2753067494.0
Spending,Defense,National Defense,,National Defense,,Department of Energy,Department of Energy,Department of Energy,,National Nuclear Security Administration,National Nuclear Security Administration,National Nuclear Security Administration,,Federal Salaries and Expenses,501000000.0
Spending,Defense,National Defense,,National Defense,,Department of Energy,Department of Energy,Department of Energy,,National Nuclear Security Administration,National Nuclear Security Administration,National Nuclear Security Administration,,Naval Reactors,1870000000.0
Spending,Defense,National Defense,,National Defense,,Department of Energy,Department of Energy,Department of Energy,,Environmental and Other Defense Activities,Environmental and Other Defense Activities,Environmental and Other Defense Activities,,Other Defense Activities,1017954930.0
Spending,Defense,National Defense,,National Defense,,Department of Energy,Department of Energy,Department of Energy,,Environmental and Other Defense Activities,Environmental and Other Defense Activities,Environmental and Other Defense Activities,,Defense Environmental Cleanup,7320000000.0
Spending,Defense,National Defense,,National Defense,,Department of Energy,Department of Energy,Department of Energy,,Energy Programs,Energy Programs,Energy Programs,,Nuclear Energy,169451851.9
Spending,Defense,National Defense,,National Defense,,"National Commission on Military, National, and Public Service","National Commission on Military, National, and Public Service","National Commission on Military, National, and Public Service",,"National Commission on Military, National, and Public Service","National Commission on Military, National, and Public Service","National Commission on Military, National, and Public Service",,"National Commission on Military, National, and Public Service",8745058.626
Spending,Defense,National Defense,,National Defense,,Central Intelligence Agency,Central Intelligence Agency,Central Intelligence Agency,,Central Intelligence Agency,Central Intelligence Agency,Central Intelligence Agency,,Central Intelligence Agency Retirement and Disability System Fund,561870016.8
Spending,Defense,National Defense,,National Defense,,Defense Nuclear Facilities Safety Board,Defense Nuclear Facilities Safety Board,Defense Nuclear Facilities Safety Board,,Defense Nuclear Facilities Safety Board,Defense Nuclear Facilities Safety Board,Defense Nuclear Facilities Safety Board,,Salaries and Expenses,42632160.8
Spending,Defense,National Defense,,National Defense,,National Science Foundation,National Science Foundation,National Science Foundation,,National Science Foundation,National Science Foundation,National Science Foundation,,Research and Related Activities,103652696.3
Spending,Defense,National Defense,,National Defense,,Intelligence Community Management Account,Intelligence Community Management Account,Intelligence Community Management Account,,Intelligence Community Management Account,Intelligence Community Management Account,Intelligence Community Management Account,,Intelligence Community Management Account,515000000.0
Spending,Defense,National Defense,,National Defense,,Privacy and Civil Liberties Oversight Board,Privacy and Civil Liberties Oversight Board,Privacy and Civil Liberties Oversight Board,,Privacy and Civil Liberties Oversight Board,Privacy and Civil Liberties Oversight Board,Privacy and Civil Liberties Oversight Board,,Salaries and Expenses,12024455.610000001
Spending,Defense,Support for Veterans,Other Veterans Services,Support for Veterans,Other Veterans Services,United States Court of Appeals for Veterans Claims,United States Court of Appeals for Veterans Claims,United States Court of Appeals for Veterans Claims,,United States Court of Appeals for Veterans Claims,United States Court of Appeals for Veterans Claims,United States Court of Appeals for Veterans Claims,,Salaries and Expenses,44818425.46
Spending,Defense,Support for Veterans,Other Veterans Services,Support for Veterans,Other Veterans Services,United States Court of Appeals for Veterans Claims,United States Court of Appeals for Veterans Claims,United States Court of Appeals for Veterans Claims,,United States Court of Appeals for Veterans Claims,United States Court of Appeals for Veterans Claims,United States Court of Appeals for Veterans Claims,,Court of Appeals for Veterans Claims Retirement Fund,3279396.985
Spending,Defense,Support for Veterans,Veterans Readjustment Benefits,Support for Veterans,Veterans Readjustment Benefits,Department of Labor,Department of Labor,Department of Labor,,Veterans' Employment and Training Service,Veterans' Employment and Training Service,Veterans' Employment and Training Service,,Veterans Employment and Training,61196141.48
Spending,Defense,National Defense,,National Defense,,Department of Health and Human Services,US Department of Health and Human Services,Department of Health and Human Services,HHS,Centers for Disease Control and Prevention,Centers for Disease Control and Prevention,Centers for Disease Control and Prevention,CDC,CDC-wide Activities and Program Support,53529287.17
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Department of the Treasury,US Department of the Treasury,Department of the Treasury,Treasury Department,Departmental Offices,US Department of the Treasury,Department of the Treasury,Treasury Department,Committee on Foreign Investment in the United States Fund,-3867094.627
Spending,Defense,Foreign Affairs,Other Foreign Affairs,Foreign Affairs,Other Foreign Affairs,Department of the Treasury,US Department of the Treasury,Department of the Treasury,Treasury Department,Departmental Offices,US Department of the Treasury,Department of the Treasury,Treasury Department,Exchange Stabilization Fund,-1506000000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,Deposits for Survivor Annuity Benefits,-45848284.17
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Defense Production Act, Negative Subsidies",-39524382.9
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Family Housing Improvement Fund, Downward Reestimates of Subsidies",-143868753.8
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,Recoveries for Government Property Lost or Damaged,-41105358.22
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Recoveries under the Foreign Military Sales Program, Navy",-56915111.38
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Recoveries under the Foreign Military Sales Program, Army",-11066827.209999999
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Recoveries under the Foreign Military Sales Program, Air Force",-63239012.64
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Recoveries under the Foreign Military Sales Program, Defense Agencies",-132801926.60000001
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"General Fund Proprietary Receipts, not Otherwise Classified, Navy",-131220951.20000002
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"General Fund Proprietary Receipts, not Otherwise Classified, Army",-298804334.7
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"General Fund Proprietary Receipts, not Otherwise Classified, Air Force",-126478025.3
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"General Fund Proprietary Receipts, not Otherwise Classified, Defense Agencies",-222917519.6
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts, Navy",519920000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts, Army",349200000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts, Air Force",-1427840000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts, Defense Agencies",155200000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Restoration of the Rocky Mountain Arsenal, Army",-500000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,Contributions for Burdensharing and Other Cooperative Activities (Kuwait),-79048765.8
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,Contributions for Burdensharing and Other Cooperative Activities (Japan),-287737507.5
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,Contributions for Burdensharing and Other Cooperative Activities (So. Korea),-762030102.3000001
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,Contributions for Burdensharing and Other Cooperative Activities (Poland),-1580975.316
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Collections, Contributions to the Cooperative Threat Reduction Program",-6323901.264
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,Foreign National Employees Separation Pay Trust Fund,31040000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,Payment to Voluntary Separation Incentive Fund,100880000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,Disposal of Department of Defense Real Property,-17390728.48
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,Lease of Department of Defense Real Property,-66400963.279999994
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Deposits, Other DOD Trust Funds",-102763395.5
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Department of Defense--Military Programs,US Department of Defense,Department of Defense,,"Proceeds, Ships' Stores Profit, Navy",77600000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Family Housing,US Department of Defense,Department of Defense,,"Family Housing Construction, Army",95959128.07000001
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Family Housing,US Department of Defense,Department of Defense,,"Family Housing Operation and Maintenance, Army",401762942.8
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Family Housing,US Department of Defense,Department of Defense,,"Family Housing Construction, Navy and Marine Corps",92795640.33
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Family Housing,US Department of Defense,Department of Defense,,"Family Housing Operation and Maintenance, Navy and Marine Corps",378564032.7
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Family Housing,US Department of Defense,Department of Defense,,"Family Housing Construction, Air Force",97013623.98
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Family Housing,US Department of Defense,Department of Defense,,"Family Housing Operation and Maintenance, Air Force",394381471.4
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Family Housing,US Department of Defense,Department of Defense,,"Family Housing Operation and Maintenance, Defense-wide",48506811.99
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Family Housing,US Department of Defense,Department of Defense,,Department of Defense Family Housing Improvement Fund,12653950.950000001
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Family Housing,US Department of Defense,Department of Defense,,Department of Defense Family Housing Improvement Fund,27416893.73
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,"Military Construction, Defense-wide",2321666667.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,Department of Defense Base Closure Account 1990,2333333.333
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,Department of Defense Base Closure Account,462000000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,North Atlantic Treaty Organization Security Investment Program,215833333.3
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,"Military Construction, Navy and Marine Corps",4301500000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,"Military Construction, Navy Reserve",58333333.33
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,"Military Construction, Army",1190000000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,"Military Construction, Army National Guard",347666666.7
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,"Military Construction, Army Reserve",70000000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,"Military Construction, Air Force",2761500000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,"Military Construction, Air Force Reserve",129500000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,"Military Construction, Air National Guard",220500000.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Construction,US Department of Defense,Department of Defense,,Natick Land Conveyance,-11666666.67
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,Concurrent Receipt Accrual Payments to the Military Retirement Fund,11076359390.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Medicare-Eligible Retiree Health Fund Contribution, Navy",2072903294.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Medicare-Eligible Retiree Health Fund Contribution, Marine Corps",1071939418.0000001
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Navy",175351336.1
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Marine Corps",86631910.08
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Medicare-Eligible Retiree Health Fund Contribution, Army",2811883925.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army",513528912.8
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Army",912244450.7
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Medicare-Eligible Retiree Health Fund Contribution, Air Force",1936171002.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Air Force",188920189.5
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force",350702672.1
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Medicare-Eligible Retiree Health Fund Contribution, Space Force",51144139.690000005
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Military Personnel, Marine Corps",15902696170.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Reserve Personnel, Marine Corps",922682030.3
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Reserve Personnel, Navy",2503975329.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Military Personnel, Navy",38287129220.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Military Personnel, Army",52033421460.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"National Guard Personnel, Army",9995026156.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Reserve Personnel, Army",5387878552.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Military Personnel, Air Force",36896843630.0
Spending,Defense,National Defense,,National Defense,,Department of Defense--Military Programs,US Department of Defense,Department of Defense,DOD,Military Personnel,US Department of Defense,Department of Defense,,"Military Personnel, Space Force",1093858335.0
